File ID,digit_label,participant,intonation
0000350.wav,29,S40,1
0000351.wav,26,S42,1
0000352.wav,10,S111,2
0000353.wav,1,S170,4
0000354.wav,12,S106,4
0000355.wav,4,S25,3
0000356.wav,8,S96,4
0000357.wav,31,S124,4
0000358.wav,22,S81,1
0000359.wav,13,S164,4
0000360.wav,12,S13,3
0000361.wav,10,S12,3
0000362.wav,21,S142,1
0000363.wav,3,S102,3
0000364.wav,31,S102,2
0000365.wav,22,S80,2
0000366.wav,9,S104,2
0000367.wav,15,S166,1
0000368.wav,20,S29,4
0000369.wav,11,S39,4
0000370.wav,4,S99,2
0000371.wav,6,S154,4
0000372.wav,5,S112,4
0000373.wav,31,S6,3
0000374.wav,10,S120,3
0000375.wav,6,S38,3
0000376.wav,9,S49,2
0000377.wav,3,S46,3
0000378.wav,24,S152,3
0000379.wav,12,S148,1
0000380.wav,8,S122,1
0000381.wav,26,S166,1
0000382.wav,15,S18,4
0000383.wav,10,S60,1
0000384.wav,3,S112,4
0000385.wav,22,S116,3
0000386.wav,4,S4,3
0000387.wav,15,S40,2
0000388.wav,0,S59,3
0000389.wav,14,S106,3
0000390.wav,2,S127,4
0000391.wav,10,S46,4
0000392.wav,1,S168,1
0000393.wav,28,S149,4
0000394.wav,3,S62,2
0000395.wav,7,S108,2
0000396.wav,10,S164,3
0000397.wav,14,S96,3
0000398.wav,27,S78,1
0000399.wav,12,S157,2
0000400.wav,9,S169,1
0000401.wav,27,S9,2
0000402.wav,30,S34,2
0000403.wav,30,S57,4
0000404.wav,12,S123,3
0000405.wav,19,S30,3
0000406.wav,19,S149,2
0000407.wav,9,S117,2
0000408.wav,13,S46,4
0000409.wav,31,S127,3
0000410.wav,20,S80,2
0000411.wav,19,S145,4
0000412.wav,9,S39,4
0000413.wav,3,S56,4
0000414.wav,12,S73,4
0000415.wav,23,S62,2
0000416.wav,23,S159,3
0000417.wav,31,S79,2
0000418.wav,25,S42,3
0000419.wav,16,S35,4
0000420.wav,28,S79,4
0000421.wav,17,S116,2
0000422.wav,29,S101,4
0000423.wav,22,S108,3
0000424.wav,21,S92,4
0000425.wav,26,S99,2
0000426.wav,22,S155,2
0000427.wav,4,S72,1
0000428.wav,8,S162,3
0000429.wav,19,S3,4
0000430.wav,11,S2,1
0000431.wav,15,S116,2
0000432.wav,7,S129,1
0000433.wav,28,S106,3
0000434.wav,19,S40,2
0000435.wav,1,S19,3
0000436.wav,7,S48,3
0000437.wav,8,S114,3
0000438.wav,28,S155,2
0000439.wav,12,S182,3
0000440.wav,18,S84,2
0000441.wav,21,S167,4
0000442.wav,16,S100,4
0000443.wav,13,S125,3
0000444.wav,27,S133,1
0000445.wav,12,S100,4
0000446.wav,0,S136,4
0000447.wav,13,S47,3
0000448.wav,17,S39,4
0000449.wav,7,S18,4
0000450.wav,1,S63,2
0000451.wav,28,S136,1
0000452.wav,11,S117,3
0000453.wav,30,S165,1
0000454.wav,20,S24,2
0000455.wav,29,S155,3
0000456.wav,20,S146,4
0000457.wav,6,S81,1
0000458.wav,1,S112,1
0000459.wav,22,S143,2
0000460.wav,31,S59,1
0000461.wav,14,S151,3
0000462.wav,14,S111,1
0000463.wav,30,S147,1
0000464.wav,30,S73,2
0000465.wav,8,S136,2
0000466.wav,10,S81,4
0000467.wav,3,S83,4
0000468.wav,10,S35,2
0000469.wav,22,S73,1
0000470.wav,25,S80,2
0000471.wav,4,S120,2
0000472.wav,11,S161,4
0000473.wav,17,S156,1
0000474.wav,17,S121,2
0000475.wav,3,S35,4
0000476.wav,3,S122,3
0000477.wav,18,S138,3
0000478.wav,6,S182,2
0000479.wav,3,S165,4
0000480.wav,18,S106,1
0000481.wav,29,S23,4
0000482.wav,26,S162,1
0000483.wav,17,S109,1
0000484.wav,24,S31,1
0000485.wav,27,S126,2
0000486.wav,21,S42,3
0000487.wav,28,S65,1
0000488.wav,23,S161,3
0000489.wav,30,S168,1
0000490.wav,3,S55,2
0000491.wav,13,S177,3
0000492.wav,16,S121,2
0000493.wav,7,S92,3
0000494.wav,31,S44,3
0000495.wav,14,S70,2
0000496.wav,28,S116,3
0000497.wav,25,S150,3
0000498.wav,22,S57,3
0000499.wav,6,S10,2
0000500.wav,17,S116,3
0000501.wav,31,S24,3
0000502.wav,28,S84,3
0000503.wav,24,S138,1
0000504.wav,1,S35,1
0000505.wav,29,S181,1
0000506.wav,23,S35,3
0000507.wav,7,S125,1
0000508.wav,13,S116,3
0000509.wav,26,S120,2
0000510.wav,14,S32,4
0000511.wav,7,S39,3
0000512.wav,5,S100,3
0000513.wav,7,S62,1
0000514.wav,25,S170,3
0000515.wav,15,S83,1
0000516.wav,29,S11,4
0000517.wav,8,S109,1
0000518.wav,30,S81,4
0000519.wav,7,S155,2
0000520.wav,5,S111,4
0000521.wav,30,S8,3
0000522.wav,27,S4,4
0000523.wav,8,S59,1
0000524.wav,30,S157,2
0000525.wav,16,S155,2
0000526.wav,12,S165,4
0000527.wav,22,S100,1
0000528.wav,4,S18,4
0000529.wav,5,S27,4
0000530.wav,23,S41,4
0000531.wav,30,S123,1
0000532.wav,3,S141,2
0000533.wav,2,S110,2
0000534.wav,26,S93,4
0000535.wav,15,S2,4
0000536.wav,16,S102,3
0000537.wav,23,S149,4
0000538.wav,8,S127,2
0000539.wav,15,S5,2
0000540.wav,21,S85,1
0000541.wav,13,S26,2
0000542.wav,30,S171,4
0000543.wav,13,S40,1
0000544.wav,28,S82,4
0000545.wav,24,S104,2
0000546.wav,9,S26,2
0000547.wav,7,S105,2
0000548.wav,17,S46,2
0000549.wav,1,S47,3
0000550.wav,8,S81,4
0000551.wav,31,S67,4
0000552.wav,28,S111,4
0000553.wav,22,S100,3
0000554.wav,27,S138,4
0000555.wav,6,S162,2
0000556.wav,6,S87,1
0000557.wav,26,S3,4
0000558.wav,2,S75,1
0000559.wav,12,S61,4
0000560.wav,19,S75,4
0000561.wav,13,S30,1
0000562.wav,22,S15,1
0000563.wav,22,S12,2
0000564.wav,10,S145,2
0000565.wav,0,S11,4
0000566.wav,13,S16,2
0000567.wav,6,S113,2
0000568.wav,19,S123,3
0000569.wav,28,S20,3
0000570.wav,3,S149,4
0000571.wav,22,S58,1
0000572.wav,5,S146,3
0000573.wav,9,S10,4
0000574.wav,5,S145,1
0000575.wav,15,S9,4
0000576.wav,10,S32,1
0000577.wav,25,S103,2
0000578.wav,12,S94,1
0000579.wav,25,S7,3
0000580.wav,12,S168,4
0000581.wav,16,S67,2
0000582.wav,20,S75,4
0000583.wav,13,S61,1
0000584.wav,14,S83,2
0000585.wav,7,S172,3
0000586.wav,31,S65,4
0000587.wav,14,S7,4
0000588.wav,5,S46,4
0000589.wav,21,S129,3
0000590.wav,3,S144,3
0000591.wav,7,S152,2
0000592.wav,11,S146,4
0000593.wav,12,S149,3
0000594.wav,11,S153,1
0000595.wav,12,S84,2
0000596.wav,21,S32,1
0000597.wav,29,S138,1
0000598.wav,19,S130,3
0000599.wav,9,S17,4
0000600.wav,20,S33,3
0000601.wav,0,S88,4
0000602.wav,7,S41,4
0000603.wav,5,S69,1
0000604.wav,0,S156,4
0000605.wav,18,S9,4
0000606.wav,9,S2,4
0000607.wav,19,S27,4
0000608.wav,20,S171,2
0000609.wav,21,S27,3
0000610.wav,11,S23,4
0000611.wav,16,S24,3
0000612.wav,8,S149,3
0000613.wav,13,S167,3
0000614.wav,14,S138,2
0000615.wav,11,S109,1
0000616.wav,26,S116,2
0000617.wav,22,S114,4
0000618.wav,11,S24,1
0000619.wav,22,S110,1
0000620.wav,8,S29,4
0000621.wav,13,S81,2
0000622.wav,11,S144,3
0000623.wav,22,S72,1
0000624.wav,22,S26,2
0000625.wav,18,S34,3
0000626.wav,9,S90,4
0000627.wav,21,S171,3
0000628.wav,22,S63,2
0000629.wav,14,S108,4
0000630.wav,7,S41,3
0000631.wav,29,S67,3
0000632.wav,29,S174,4
0000633.wav,9,S23,2
0000634.wav,8,S63,4
0000635.wav,23,S138,2
0000636.wav,17,S106,3
0000637.wav,20,S113,2
0000638.wav,6,S159,2
0000639.wav,5,S34,1
0000640.wav,8,S47,4
0000641.wav,21,S164,3
0000642.wav,6,S70,2
0000643.wav,7,S139,4
0000644.wav,11,S8,4
0000645.wav,18,S144,1
0000646.wav,26,S139,4
0000647.wav,0,S13,4
0000648.wav,19,S90,1
0000649.wav,31,S17,1
0000650.wav,9,S95,3
0000651.wav,11,S180,4
0000652.wav,6,S81,4
0000653.wav,14,S15,2
0000654.wav,6,S105,2
0000655.wav,4,S63,2
0000656.wav,22,S99,4
0000657.wav,5,S24,3
0000658.wav,23,S9,3
0000659.wav,25,S155,1
0000660.wav,13,S49,3
0000661.wav,17,S39,1
0000662.wav,5,S110,2
0000663.wav,9,S61,2
0000664.wav,28,S62,1
0000665.wav,5,S108,1
0000666.wav,20,S139,4
0000667.wav,29,S21,1
0000668.wav,29,S116,4
0000669.wav,21,S37,3
0000670.wav,6,S153,1
0000671.wav,2,S180,4
0000672.wav,25,S148,3
0000673.wav,7,S28,2
0000674.wav,21,S74,3
0000675.wav,10,S183,2
0000676.wav,15,S99,1
0000677.wav,13,S16,1
0000678.wav,7,S169,2
0000679.wav,27,S149,3
0000680.wav,6,S144,2
0000681.wav,4,S167,3
0000682.wav,11,S170,2
0000683.wav,4,S100,2
0000684.wav,23,S23,1
0000685.wav,11,S3,1
0000686.wav,2,S95,4
0000687.wav,1,S171,2
0000688.wav,28,S136,4
0000689.wav,6,S72,4
0000690.wav,22,S155,4
0000691.wav,3,S100,2
0000692.wav,17,S74,1
0000693.wav,28,S161,3
0000694.wav,6,S16,2
0000695.wav,22,S28,2
0000696.wav,11,S57,3
0000697.wav,27,S86,4
0000698.wav,21,S122,2
0000699.wav,29,S24,4
0000700.wav,0,S152,1
0000701.wav,7,S86,1
0000702.wav,20,S176,4
0000703.wav,4,S130,3
0000704.wav,14,S35,1
0000705.wav,8,S58,3
0000706.wav,31,S99,4
0000707.wav,1,S40,1
0000708.wav,16,S54,3
0000709.wav,6,S120,3
0000710.wav,30,S40,3
0000711.wav,24,S26,4
0000712.wav,12,S94,3
0000713.wav,29,S34,2
0000714.wav,11,S78,1
0000715.wav,6,S30,2
0000716.wav,19,S88,1
0000717.wav,0,S79,3
0000718.wav,26,S145,1
0000719.wav,3,S101,4
0000720.wav,22,S9,1
0000721.wav,4,S24,3
0000722.wav,20,S177,1
0000723.wav,5,S10,1
0000724.wav,0,S177,2
0000725.wav,13,S140,2
0000726.wav,23,S111,3
0000727.wav,13,S51,1
0000728.wav,29,S111,4
0000729.wav,5,S40,3
0000730.wav,7,S31,4
0000731.wav,21,S2,1
0000732.wav,1,S136,4
0000733.wav,4,S46,1
0000734.wav,11,S47,3
0000735.wav,0,S28,4
0000736.wav,25,S6,4
0000737.wav,29,S140,4
0000738.wav,4,S123,1
0000739.wav,23,S138,4
0000740.wav,12,S126,1
0000741.wav,26,S111,3
0000742.wav,26,S139,3
0000743.wav,22,S23,1
0000744.wav,13,S45,3
0000745.wav,1,S43,4
0000746.wav,7,S29,2
0000747.wav,13,S73,2
0000748.wav,20,S129,3
0000749.wav,5,S107,3
0000750.wav,14,S78,4
0000751.wav,20,S19,1
0000752.wav,25,S148,1
0000753.wav,5,S68,2
0000754.wav,16,S114,1
0000755.wav,28,S111,4
0000756.wav,26,S53,1
0000757.wav,18,S101,2
0000758.wav,27,S80,4
0000759.wav,28,S177,3
0000760.wav,23,S127,1
0000761.wav,8,S87,4
0000762.wav,13,S40,1
0000763.wav,24,S90,3
0000764.wav,10,S11,3
0000765.wav,16,S48,4
0000766.wav,11,S83,2
0000767.wav,22,S109,2
0000768.wav,6,S84,3
0000769.wav,3,S109,4
0000770.wav,24,S106,3
0000771.wav,23,S62,2
0000772.wav,30,S163,2
0000773.wav,15,S27,2
0000774.wav,5,S54,2
0000775.wav,6,S178,1
0000776.wav,19,S54,2
0000777.wav,30,S41,4
0000778.wav,2,S109,1
0000779.wav,25,S86,1
0000780.wav,2,S130,4
0000781.wav,1,S39,2
0000782.wav,11,S109,2
0000783.wav,17,S90,2
0000784.wav,24,S59,4
0000785.wav,8,S65,3
0000786.wav,3,S54,4
0000787.wav,0,S1,2
0000788.wav,27,S104,1
0000789.wav,29,S19,4
0000790.wav,0,S38,1
0000791.wav,19,S106,2
0000792.wav,1,S65,4
0000793.wav,3,S105,4
0000794.wav,13,S128,2
0000795.wav,14,S97,4
0000796.wav,6,S5,1
0000797.wav,31,S2,2
0000798.wav,2,S29,2
0000799.wav,0,S86,1
0000800.wav,1,S101,3
0000801.wav,0,S162,1
0000802.wav,19,S91,1
0000803.wav,29,S50,4
0000804.wav,1,S31,3
0000805.wav,3,S1,2
0000806.wav,20,S70,2
0000807.wav,7,S4,3
0000808.wav,8,S49,3
0000809.wav,31,S82,1
0000810.wav,23,S182,2
0000811.wav,10,S139,2
0000812.wav,5,S167,3
0000813.wav,22,S3,1
0000814.wav,28,S85,3
0000815.wav,28,S161,2
0000816.wav,18,S120,1
0000817.wav,15,S99,2
0000818.wav,9,S27,4
0000819.wav,24,S154,4
0000820.wav,24,S63,4
0000821.wav,19,S46,3
0000822.wav,5,S139,4
0000823.wav,18,S184,3
0000824.wav,20,S133,2
0000825.wav,6,S140,2
0000826.wav,8,S121,2
0000827.wav,12,S174,1
0000828.wav,26,S144,3
0000829.wav,29,S117,4
0000830.wav,0,S19,2
0000831.wav,30,S25,2
0000832.wav,21,S8,4
0000833.wav,27,S17,1
0000834.wav,16,S141,3
0000835.wav,13,S90,4
0000836.wav,18,S76,3
0000837.wav,31,S90,1
0000838.wav,8,S53,4
0000839.wav,9,S35,2
0000840.wav,28,S151,4
0000841.wav,26,S79,1
0000842.wav,17,S12,1
0000843.wav,11,S78,4
0000844.wav,27,S31,1
0000845.wav,16,S172,4
0000846.wav,20,S152,1
0000847.wav,13,S109,2
0000848.wav,6,S156,4
0000849.wav,4,S176,2
0000850.wav,31,S58,1
0000851.wav,22,S98,2
0000852.wav,29,S110,2
0000853.wav,10,S69,1
0000854.wav,24,S146,1
0000855.wav,20,S45,2
0000856.wav,4,S143,3
0000857.wav,2,S129,1
0000858.wav,30,S94,3
0000859.wav,9,S107,4
0000860.wav,1,S126,3
0000861.wav,31,S59,2
0000862.wav,16,S100,2
0000863.wav,16,S23,1
0000864.wav,6,S143,4
0000865.wav,28,S25,3
0000866.wav,7,S93,3
0000867.wav,20,S112,2
0000868.wav,19,S168,2
0000869.wav,13,S161,2
0000870.wav,24,S18,2
0000871.wav,26,S77,1
0000872.wav,24,S177,1
0000873.wav,15,S45,2
0000874.wav,11,S18,3
0000875.wav,31,S40,4
0000876.wav,19,S152,1
0000877.wav,27,S24,4
0000878.wav,30,S172,3
0000879.wav,10,S54,3
0000880.wav,16,S140,1
0000881.wav,31,S21,1
0000882.wav,13,S180,2
0000883.wav,3,S108,3
0000884.wav,5,S182,1
0000885.wav,2,S89,2
0000886.wav,14,S54,2
0000887.wav,19,S101,3
0000888.wav,25,S155,4
0000889.wav,29,S6,2
0000890.wav,23,S67,1
0000891.wav,3,S59,2
0000892.wav,1,S158,2
0000893.wav,2,S106,2
0000894.wav,13,S64,2
0000895.wav,28,S32,3
0000896.wav,9,S109,3
0000897.wav,14,S73,2
0000898.wav,8,S113,1
0000899.wav,31,S172,4
0000900.wav,0,S159,1
0000901.wav,14,S2,1
0000902.wav,11,S173,1
0000903.wav,15,S172,4
0000904.wav,17,S178,3
0000905.wav,16,S86,2
0000906.wav,15,S177,1
0000907.wav,26,S81,3
0000908.wav,8,S8,3
0000909.wav,24,S67,2
0000910.wav,8,S172,4
0000911.wav,22,S20,1
0000912.wav,30,S16,4
0000913.wav,29,S2,3
0000914.wav,9,S4,3
0000915.wav,24,S161,3
0000916.wav,20,S18,4
0000917.wav,10,S7,2
0000918.wav,1,S59,4
0000919.wav,0,S10,2
0000920.wav,19,S54,2
0000921.wav,1,S85,3
0000922.wav,30,S9,2
0000923.wav,5,S52,4
0000924.wav,2,S82,3
0000925.wav,15,S95,4
0000926.wav,16,S115,2
0000927.wav,12,S49,3
0000928.wav,22,S130,2
0000929.wav,23,S76,2
0000930.wav,3,S53,3
0000931.wav,5,S111,4
0000932.wav,12,S42,1
0000933.wav,0,S69,4
0000934.wav,9,S70,2
0000935.wav,29,S126,3
0000936.wav,29,S27,1
0000937.wav,18,S179,4
0000938.wav,4,S178,2
0000939.wav,0,S81,3
0000940.wav,9,S69,2
0000941.wav,27,S18,3
0000942.wav,18,S6,2
0000943.wav,10,S82,1
0000944.wav,2,S89,1
0000945.wav,25,S138,4
0000946.wav,22,S48,3
0000947.wav,29,S178,4
0000948.wav,27,S182,3
0000949.wav,26,S86,3
0000950.wav,24,S62,1
0000951.wav,30,S20,3
0000952.wav,18,S134,1
0000953.wav,3,S114,1
0000954.wav,20,S97,2
0000955.wav,4,S120,4
0000956.wav,8,S125,1
0000957.wav,11,S166,1
0000958.wav,12,S146,1
0000959.wav,6,S181,2
0000960.wav,27,S102,4
0000961.wav,17,S68,1
0000962.wav,0,S100,2
0000963.wav,31,S6,1
0000964.wav,25,S43,3
0000965.wav,3,S42,4
0000966.wav,25,S27,1
0000967.wav,24,S103,3
0000968.wav,25,S88,1
0000969.wav,26,S96,4
0000970.wav,7,S127,2
0000971.wav,1,S128,1
0000972.wav,2,S144,2
0000973.wav,22,S180,2
0000974.wav,22,S108,3
0000975.wav,18,S143,3
0000976.wav,4,S137,3
0000977.wav,17,S6,2
0000978.wav,12,S56,2
0000979.wav,27,S106,2
0000980.wav,6,S54,1
0000981.wav,15,S41,1
0000982.wav,10,S78,3
0000983.wav,31,S41,4
0000984.wav,15,S170,3
0000985.wav,0,S30,2
0000986.wav,24,S108,2
0000987.wav,16,S61,2
0000988.wav,16,S40,1
0000989.wav,12,S67,4
0000990.wav,11,S142,1
0000991.wav,4,S144,4
0000992.wav,7,S170,4
0000993.wav,30,S31,4
0000994.wav,15,S92,2
0000995.wav,14,S63,3
0000996.wav,12,S62,1
